#Iter,treeSize,trans2tranv,LogLikelihood
1,12,2.1706018139960968,-6565.697454207189
2,12,2.639933316270312,-4727.602936557174
3,12,2.740845867762304,-4744.789583608539
4,12,2.740845867762304,-4775.84572077396
5,12,2.740845867762304,-4774.361634732759
6,12,2.740845867762304,-4740.204042163061
7,12,2.740845867762304,-4785.045863807691
8,12,2.740845867762304,-4749.137166733702
9,12,2.740845867762304,-4779.1279406516305
10,12,2.785857448410159,-4882.026401521691
11,12,3.2817254502307067,-4739.086436096881
12,12,3.6632464674404965,-4715.522558666435
13,12,3.6632464674404965,-4789.365142199278
14,12,4.208177401731709,-4749.974830045458
15,12,4.208177401731709,-4789.039735633667
16,12,4.498582341272786,-4709.551327337525
17,12,5.303482342681706,-4804.688226365921
18,12,5.41871436266524,-4698.687028716059
19,12,5.41871436266524,-4800.883006783406
20,12,5.41871436266524,-4731.314264650466
21,12,6.575979759699197,-4724.47380596686
22,12,6.575979759699197,-4673.362833646896
23,12,6.575979759699197,-4676.771974462159
24,12,6.757387093982544,-4675.426513271454
25,12,8.09101668503724,-4789.7669810928965
26,12,8.09101668503724,-4659.566926282263
27,12,8.09101668503724,-4691.573923071041
28,12,7.697222299699581,-4680.277607266114
29,12,6.464049697690938,-4713.451148037622
30,12,6.290450262762126,-4774.567394530313
31,12,6.419491936028862,-4721.584637468064
32,12,6.69510861481969,-4695.353474536143
33,12,6.69510861481969,-4711.130345380108
34,12,8.28964409260373,-4765.528052092052
35,12,8.28964409260373,-4726.558266194104
36,12,8.607260668952533,-4693.391062605913
37,12,8.607260668952533,-4726.860307913239
38,12,8.607260668952533,-4693.685718893323
39,12,9.716512826309346,-4672.871648330962
40,12,9.196527230228163,-4721.647781820515
41,12,8.046326186174767,-4744.606770215948
42,12,7.264444952965737,-4661.335024036556
43,12,7.578153236072823,-4660.2441601794235
44,12,7.293067473642752,-4715.722432795135
45,12,8.462657701446542,-4711.375714485921
46,12,8.462657701446542,-4627.180674666346
47,12,8.462657701446542,-4661.387947690078
48,12,8.406354007326067,-4768.792438135451
49,12,7.410793815070691,-4788.766440875717
50,12,7.931832124449131,-4765.276406114703
51,12,7.420809948601547,-4691.915428915308
52,12,7.420809948601547,-4755.237469881959
53,12,8.935037041359786,-4685.518499781416
54,12,8.935037041359786,-4731.917568146258
55,12,7.189521978340892,-4766.961372439405
56,12,8.673078465717563,-4672.299382297523
57,12,8.625645873140598,-4695.952058689363
58,12,8.003434098822115,-4710.716736807495
59,12,8.857282930524436,-4805.478776294691
60,12,8.857282930524436,-4630.448667916073
61,12,8.60581200462572,-4718.849207772875
62,12,8.60581200462572,-4632.85119381378
63,12,9.462641407022733,-4675.6038897964145
64,12,8.075254313268228,-4710.60943673343
65,12,6.853366425159647,-4777.225757118207
66,12,6.853366425159647,-4696.732920770754
67,12,6.973199981750965,-4673.822064586133
68,12,6.973199981750965,-4690.948381205806
69,12,8.39755722089085,-4730.442466023938
70,12,9.581456153857706,-4662.006442236476
71,12,9.581456153857706,-4644.698413776716
72,12,9.528221003755933,-4669.77026022442
73,12,7.675332721822167,-4646.098486111643
74,12,7.675332721822167,-4661.997919690366
75,12,8.1544332121176,-4670.622725835048
76,12,8.1544332121176,-4779.535857307294
77,12,8.1544332121176,-4724.011808359193
78,12,9.177127766935591,-4733.573581651688
79,12,7.990954173612649,-4747.4444499171805
80,12,8.362237266127813,-4662.1191933014
81,12,8.615209861688287,-4657.84515020467
82,12,7.757195884421281,-4651.281733861906
83,12,7.011494597959769,-4667.373147550739
84,12,7.011494597959769,-4733.408926587146
85,12,7.542945988314621,-4680.774763505226
86,12,7.801272399892574,-4690.855406469313
87,12,9.385689618835357,-4781.119840653717
88,12,9.595147786429239,-4673.675685097068
89,12,8.591004555770668,-4723.698788057231
90,12,8.851010688891998,-4761.883480380629
91,12,8.851010688891998,-4664.20736863015
92,12,8.851010688891998,-4691.76723488678
93,12,8.851010688891998,-4713.502730903087
94,12,7.32157287234499,-4788.987268835626
95,12,7.336201446334959,-4641.590507790612
96,12,7.336201446334959,-4643.814631310037
97,12,7.336201446334959,-4644.294523880268
98,12,8.879398541305372,-4621.264244897651
99,12,8.645644701277488,-4725.526373474893
100,12,8.645644701277488,-4647.223869716105
101,12,8.16519013197651,-4668.360849977942
102,12,7.962592455514553,-4695.097160754864
103,12,7.305539097815888,-4687.186837951305
104,12,7.305539097815888,-4690.744847442862
105,12,7.305539097815888,-4657.1798947424395
106,12,8.421363622762284,-4691.446300127533
107,12,8.421363622762284,-4636.754688410745
108,12,8.99861886006861,-4716.082538500453
109,12,8.99861886006861,-4715.825346898067
110,12,10.314447286086757,-4659.858060958963
111,12,10.314447286086757,-4627.346764333089
112,12,10.585517068136692,-4658.283062728027
113,12,9.941985521163607,-4734.0206906843505
114,12,9.941985521163607,-4637.734139498069
115,12,9.941985521163607,-4739.959337090302
116,12,9.941985521163607,-4710.17141599754
117,12,9.941985521163607,-4643.55905535949
118,12,9.382512917025922,-4696.642030741887
119,12,7.59762321118225,-4805.572648517902
120,12,7.631727985408627,-4639.892485352704
121,12,8.652127053688591,-4712.854230576368
122,12,8.652127053688591,-4749.064014186983
