#Iter,treeSize,trans2tranv,rfDist,LogLikelihood
1,12,2.3322007196701486,0.9965320033681697,-4784.921237020222
2,12,2.7481899492111306,0.008273918535848579,-4758.69153765638
3,12,3.2127583449999153,0.007800793694702754,-4739.4364448458455
4,12,3.5492392046061982,0.1193529858291833,-4702.437560869934
5,12,3.5492392046061982,0.004107698957666744,-4701.892383875347
6,12,3.5492392046061982,0.0,-4701.892383875347
7,12,3.5492392046061982,0.0,-4701.892383875347
8,12,3.5492392046061982,0.0,-4701.892383875347
9,12,3.8445302587075734,0.009503472894788145,-4693.885134371851
10,12,3.98408154472636,0.019215875339051544,-4690.61843993601
11,12,3.98408154472636,0.02025004535513833,-4693.09836976602
12,12,4.1575456922592355,0.025626916673721953,-4686.042687772509
13,12,4.1575456922592355,0.009987570337955748,-4686.651239891933
14,12,4.1575456922592355,0.010437072542072157,-4687.025592858565
15,12,4.3815478387977675,0.0,-4682.701550602654
16,12,5.381346236187554,0.018866138896951157,-4671.12917854451
17,12,6.460246276667869,0.016738493977786054,-4660.784836106387
18,12,6.460246276667869,0.011096616046250132,-4661.2442250226395
19,12,7.640060664534904,0.0,-4657.953412197021
20,12,7.671970806454238,0.0038120123292952057,-4658.232125074821
21,12,8.28301190267766,0.0,-4657.790132134629
22,12,7.96533696799915,0.008229296549396012,-4656.850530506048
23,12,8.739624671414052,0.0,-4656.764600404474
24,12,8.739624671414052,0.010908140018461382,-4657.092967668532
25,12,7.760369490830792,0.0,-4657.365599131068
26,12,7.760369490830792,0.003862497167666859,-4657.970224577828
27,12,8.65968645058329,0.01934284990111071,-4657.551985570675
28,12,8.65968645058329,0.012510405174748385,-4656.618814888794
29,12,8.62236816812008,0.02762658083642311,-4658.265951473784
30,12,7.786384604724712,0.01068797793689126,-4658.5344377785295
31,12,6.987815700019086,0.002224630726929744,-4660.004049904184
32,12,6.102371901808729,0.01810929351434981,-4663.916593745231
33,12,6.102371901808729,0.018235885677177627,-4662.452303547632
34,12,6.102371901808729,0.008387708299928881,-4662.909592104472
35,12,5.945241547157097,0.0,-4663.888066495696
36,12,6.168967097476282,0.009567430797765591,-4663.280058460254
37,12,6.168967097476282,0.01461231839550775,-4663.206168794119
38,12,6.350685952995789,0.032438679200573944,-4664.9181481892865
39,12,7.090123385569981,0.04549835871695887,-4660.5149872583515
40,12,7.090123385569981,0.04138309394444152,-4659.570152472563
41,12,7.599817658080658,0.023284898181248057,-4656.876804822994
42,12,9.208908698095959,0.00876167407410458,-4657.691062104623
43,12,9.234605697441904,0.012941353239418793,-4657.350865284725
44,12,10.061526276813924,0.031230009647830403,-4661.886358294864
45,12,8.090705795632838,0.27868535783191584,-4591.359174586569
46,12,9.232011283180785,0.025716453332881646,-4590.833858370511
47,12,8.992243123978097,0.01793567468848435,-4589.766349322777
48,12,8.207807065290263,0.005176410182120034,-4589.596443366832
49,12,8.207807065290263,0.02250495217889996,-4590.035436401333
50,12,8.207807065290263,0.030389990781377024,-4590.518568348072
51,12,7.426449393521533,0.005622928153150297,-4590.754278126501
52,12,9.073818245220961,0.025261071925890125,-4591.502264373821
53,12,7.934500291679652,0.024291492228745416,-4592.122949324266
54,12,7.461599021997462,0.017129751634809343,-4591.27607214572
55,12,8.501035245169133,0.0,-4590.689706629626
56,12,7.806491713561624,0.0,-4590.872923670475
57,12,7.806491713561624,0.0,-4590.872923670475
58,12,7.806491713561624,0.0,-4590.872923670475
59,12,7.806491713561624,0.0,-4590.872923670475
60,12,8.896810888187764,0.0,-4590.89065009914
61,12,8.896810888187764,0.030476997267181116,-4592.158880962522
62,12,8.896810888187764,0.0,-4592.158880962522
63,12,7.527299040435155,0.025883780184600143,-4591.308834672076
64,12,7.527299040435155,0.010205763410328972,-4592.183928671838
65,12,7.188944198650407,0.04252892142272763,-4592.518860223917
66,12,7.188944198650407,0.04724924044495542,-4593.508038403175
67,12,7.198842687411704,0.1051199435928577,-4584.7086079354885
68,12,7.198842687411704,0.011355460476638879,-4583.959256152102
69,12,7.198842687411704,0.019993454136234184,-4584.464654567146
70,12,7.198842687411704,0.015252573178811082,-4583.985857846817
71,12,7.198842687411704,0.0,-4583.985857846817
72,12,8.404893395149145,0.01843333285118423,-4586.161000726266
73,12,7.788658359482443,0.01858131235860168,-4587.495162384133
74,12,7.325496630381371,0.027220368429470176,-4584.619439289116
75,12,9.023718677233584,0.008734638477516002,-4582.944848358316
76,12,9.023718677233584,0.016713174244212634,-4583.153515517982
77,12,7.6950607983129995,0.01832329587239645,-4582.748423618026
78,12,7.6950607983129995,0.0029840841764849357,-4582.617582537996
79,12,9.306674365914343,0.018494163904564237,-4582.750226311506
80,12,9.306674365914343,0.013394046417800648,-4582.908600236229
81,12,9.306674365914343,0.012599994706319714,-4585.026740377123
82,12,9.306674365914343,0.027306971111546244,-4583.649514443456
83,12,9.322935940982486,0.01273604091377302,-4585.683277031843
84,12,9.282721234826337,0.036441234917180584,-4585.0729476047545
85,12,9.282721234826337,0.03441958237925756,-4584.330553717473
86,12,7.6362552114546265,0.0,-4584.461142874303
87,12,7.6362552114546265,0.0,-4584.461142874303
88,12,7.6362552114546265,0.0,-4584.461142874303
89,12,6.964726176952684,0.0,-4585.906010180086
90,12,6.964726176952684,0.03752371851888181,-4587.412109344044
91,12,7.404518358247712,0.03664012227389968,-4584.167712669135
92,12,7.353382385286872,0.0,-4584.266953041296
93,12,6.909228511082423,0.0,-4585.395928902628
94,12,6.620638845418684,0.0,-4586.419670794854
95,12,6.620638845418684,0.0,-4586.419670794854
96,12,7.5428822752795215,0.0,-4583.928051414721
97,12,8.241481262453346,0.0,-4583.283880946022
98,12,8.241481262453346,0.0,-4583.283880946022
99,12,8.241481262453346,0.0,-4583.283880946022
100,12,8.241481262453346,0.0,-4583.283880946022
101,12,8.241481262453346,0.0,-4583.283880946022
102,12,7.977579502634379,0.0,-4583.425281792433
103,12,9.395754482463905,0.0,-4583.789725108216
104,12,9.395754482463905,0.03636246721110696,-4585.014002258104
105,12,8.305697880251639,0.0,-4584.389240736649
106,12,8.562182141700548,0.0,-4584.404338575718
107,12,8.562182141700548,0.0,-4584.404338575718
108,12,9.310499827503339,0.0,-4584.917458061471
109,12,9.310499827503339,0.0,-4584.917458061471
110,12,9.310499827503339,0.0,-4584.917458061471
111,12,9.310499827503339,0.0,-4584.917458061471
112,12,8.867938401006773,0.0,-4584.536090209755
113,12,7.9544266735011435,0.0,-4584.529412127575
114,12,9.247921940272876,0.0,-4584.851093060615
115,12,8.079240435181966,0.023865010824844005,-4582.294753663064
116,12,8.06063612735472,0.014429193982203145,-4583.928368333141
117,12,8.06063612735472,0.006243620605423245,-4583.007159610535
118,12,8.38459210627153,0.016165171435890344,-4584.347619623974
119,12,8.38459210627153,0.03926352622095295,-4583.2835019072245
120,12,7.812790094565297,0.020242773195125005,-4583.383088989651
121,12,9.05395020714548,0.019862502031480822,-4584.0131329724945
122,12,8.374538448103246,0.016599942706488707,-4582.604195116799
123,12,8.65879251166081,0.006061114973406778,-4583.26909792383
124,12,9.478905158472099,0.013203826383194665,-4583.485539976093
125,12,8.50202737166656,0.021924442134499497,-4581.991436210301
126,12,8.003448504824261,0.00439871574083639,-4582.234608003915
127,12,7.186597059217848,0.005208135751827686,-4582.741167972577
128,12,7.3387256741725455,0.008020906962757049,-4583.202384274744
129,12,7.3387256741725455,0.017525960040627994,-4583.342800883739
130,12,7.236282469955994,0.01367082893147717,-4583.5560226203725
131,12,7.184957261163579,0.0,-4583.674695204255
132,12,7.196330673040088,0.0,-4583.647843349934
133,12,8.549678083729432,0.0,-4582.322612690898
134,12,8.549678083729432,0.0,-4582.322612690898
135,12,8.549678083729432,0.0,-4582.322612690898
136,12,7.717319608121456,0.0021522308860123657,-4582.74668902226
137,12,7.717319608121456,0.0,-4582.74668902226
138,12,9.474530214121502,0.0,-4582.990583802577
139,12,9.474530214121502,0.0,-4582.990583802577
140,12,8.845591898715664,0.0,-4582.443054522413
141,12,10.103785046090671,0.0,-4583.905962527884
142,12,10.103785046090671,0.0,-4583.905962527884
143,12,8.936488521404607,0.01688497416375452,-4583.711509298606
144,12,8.936488521404607,0.0,-4583.711509298606
145,12,7.456901274354647,0.02340662848347029,-4584.421260564764
146,12,8.631048791842497,0.023166618846735487,-4582.584978648843
147,12,8.631048791842497,0.007168837201473516,-4582.647614746125
148,12,9.838206513663195,0.014172476343023169,-4584.90066938585
149,12,9.838206513663195,0.01586261215531437,-4584.473830769527
150,12,9.838206513663195,0.022892566708989967,-4589.776590275983
151,12,9.838206513663195,0.052846450936328684,-4586.5088781172735
152,12,8.631007617998577,0.035281611648312255,-4582.750362705421
153,12,8.631007617998577,0.03717783688615163,-4583.477408974215
154,12,7.768369875735956,0.0,-4583.770178785713
155,12,7.768369875735956,0.0,-4583.770178785713
156,12,7.356033700251126,0.0,-4584.376892870974
157,12,7.874517441573403,0.0,-4583.668276647704
158,12,9.234979858664694,0.0,-4583.8742635971685
159,12,10.081027316641608,0.0,-4585.035050079499
160,12,8.988746510861608,0.0,-4583.662361894236
161,12,8.186333032690388,0.0,-4583.482631136497
162,12,8.186333032690388,0.0,-4583.482631136497
163,12,8.186333032690388,0.0,-4583.482631136497
164,12,8.186333032690388,0.0,-4583.482631136497
165,12,8.186333032690388,0.0,-4583.482631136497
166,12,7.6273026264149,0.0,-4583.938609011635
167,12,7.6273026264149,0.00937591843000958,-4583.681972151436
168,12,8.477233985344855,0.0,-4583.21265423966
169,12,9.541047680760006,0.0,-4584.010590199731
170,12,9.541047680760006,0.028822675046472804,-4583.497287005392
171,12,8.109047282708373,0.02168162218763764,-4581.67714079981
172,12,8.933631478363798,0.014552788025803412,-4582.464564394764
173,12,8.933631478363798,0.004947505650066214,-4582.077666764979
174,12,8.244499030267948,0.024488207789123764,-4582.8876670548925
175,12,8.45705384052705,0.039672098958227,-4582.025862133989
176,12,8.45705384052705,0.013696447148883628,-4582.57005811311
177,12,8.292888906883642,0.014812993443561517,-4585.295227741404
178,12,8.292888906883642,0.02963324472265312,-4582.5265499439465
179,12,9.600326920788048,0.029027493432794385,-4585.102926459627
180,12,8.905623081761012,0.03783538877516575,-4582.35093393456
181,12,8.905623081761012,0.030742147830862376,-4584.456010776389
182,12,8.759581755549455,0.012649985712588852,-4585.912805953353
183,12,8.759581755549455,0.040157884475856734,-4582.909878160408
184,12,8.759581755549455,0.011539186851022898,-4582.333209883871
185,12,8.759581755549455,0.0010583462933942134,-4582.415623305238
186,12,8.759581755549455,0.03263935251517244,-4582.079339165526
187,12,9.124158865962796,0.011393204383209843,-4581.826618911812
188,12,9.124158865962796,0.016493770650151167,-4583.166669927601
189,12,8.067170598490822,0.010561944342529134,-4583.80184321378
190,12,8.067170598490822,0.04500002057251131,-4587.231460077812
191,12,8.03800731710504,0.05350060658588652,-4583.052682159114
192,12,8.03800731710504,0.0214808677334632,-4581.769419388127
193,12,7.307349975360533,0.018677465094883647,-4583.77416807679
194,12,8.849748248682783,0.04558703049561976,-4589.335261459257
195,12,9.865498872045576,0.029765155981939198,-4587.060491751596
196,12,9.865498872045576,0.06589925051074484,-4585.502957910497
197,12,9.865498872045576,0.0,-4585.502957910497
198,12,9.686938984379115,0.013462230244698614,-4584.795991819897
199,12,10.940442237397939,0.0,-4587.120102985324
200,12,10.940442237397939,0.0,-4587.120102985324
201,12,10.940442237397939,0.0,-4587.120102985324
202,12,9.62629464420404,0.0,-4584.712362156434
203,12,9.62629464420404,0.0,-4584.712362156434
204,12,9.62629464420404,0.019718266777563928,-4584.313399542394
205,12,8.649777736380113,0.015715605102750482,-4582.48505836537
206,12,8.649777736380113,0.019276423467123743,-4583.627139759154
207,12,8.649777736380113,0.021694654736746533,-4585.363775856204
208,12,7.1872648461553075,0.009931591820443286,-4585.135044784633
209,12,8.537883694796305,0.009130709077215249,-4583.059137476248
210,12,7.972546993052052,0.05382034544155125,-4584.576958079511
211,12,8.09247313184202,0.07644777938787008,-4579.149665016343
212,12,8.09247313184202,0.01944494803035357,-4577.257386334119
213,12,8.09247313184202,0.012943735566535747,-4578.8944690092285
214,12,8.09247313184202,0.013985089538494241,-4577.203619129177
215,12,8.402962482405346,0.004843848869227618,-4577.4177179197195
216,12,7.433376305302503,0.010421830717760414,-4578.186261854096
217,12,7.433376305302503,0.018580650883338837,-4579.128656645844
218,12,8.055151163760609,0.026965647099653822,-4578.328814177037
219,12,8.055151163760609,0.01882200386590581,-4577.659372649584
220,12,8.055151163760609,0.008610561365011274,-4577.457641355466
221,12,8.203502489308034,0.039461252531802535,-4584.550602769605
222,12,8.203502489308034,0.044549236738429476,-4578.2254536365135
223,12,8.203502489308034,0.02817307743123952,-4580.932726443232
