#Iter,treeSize,trans2tranv,LogLikelihood
1,9,2.0,-7154.502932511643
2,9,2.0,-5796.827103059085
3,9,2.0,-5892.012275936819
4,9,2.0,-5991.043031114705
5,9,2.3506436508191024,-5904.579285682009
6,9,2.605209948909532,-5680.932269852075
7,9,2.6471540186814924,-5860.8234892444725
8,9,2.6201018385421873,-5793.760306874261
9,9,2.6201018385421873,-5991.706496687219
10,9,2.6201018385421873,-5968.514437459875
11,9,3.1645933108518234,-5762.44966798805
12,9,3.1645933108518234,-5958.052062320705
13,9,3.24707921109739,-5730.922157812659
14,9,3.7908484352492624,-5869.0680244370305
15,9,3.9330772351252166,-5847.530672279077
16,9,3.9330772351252166,-5907.078656870457
17,9,3.9330772351252166,-5721.571394159078
18,9,3.5302477546267537,-5756.765744798545
19,9,3.5634696032262476,-5900.798171608324
20,9,3.5634696032262476,-5763.312267330842
21,9,3.5634696032262476,-5639.250769669308
22,9,3.6010202599125742,-5791.224727514887
23,9,3.774465566379883,-5779.486079993135
24,9,3.774465566379883,-5921.959121831218
25,9,3.649138164756652,-5835.812955380342
26,9,3.649138164756652,-5675.282820167304
27,9,4.199269360464457,-5615.08357896072
28,9,4.224360582284799,-5810.1332359011785
29,9,4.224360582284799,-5838.8693099637485
30,9,4.224360582284799,-5781.25004835702
31,9,3.4572929755418946,-5893.512808377797
32,9,3.540551671190742,-6097.935631001335
33,9,3.540551671190742,-5856.632995968803
34,9,4.202147696456745,-5706.955403272412
35,9,3.8238752727492193,-5776.003612261219
36,9,3.8238752727492193,-5730.263549960564
37,9,3.563842380077913,-5843.702104261453
38,9,3.563842380077913,-5727.027997566083
39,9,3.563842380077913,-5691.625115356512
40,9,3.2157401022044745,-5657.555494983554
41,9,3.788146707394496,-5918.974393724863
42,9,3.486824923171315,-5833.034615112378
43,9,3.3176590333477827,-5884.499853687412
44,9,3.572373718983827,-5908.133861059286
45,9,3.572373718983827,-5992.049621140023
46,9,3.572373718983827,-6031.717681983227
47,9,3.572373718983827,-5843.118873130763
48,9,3.572373718983827,-5676.155660211818
49,9,3.572373718983827,-5824.769960694612
50,9,3.572373718983827,-6026.3645083920155
51,9,3.572373718983827,-5610.644780194322
52,9,3.572373718983827,-5913.754701438447
53,9,3.572373718983827,-5671.535602734346
54,9,3.572373718983827,-5865.888906641581
55,9,3.572373718983827,-5820.577186668189
56,9,3.572373718983827,-5988.87861750968
57,9,3.572373718983827,-5795.354785625656
58,9,3.574184693792973,-5982.777020853631
59,9,3.574184693792973,-5589.358106160106
60,9,3.4241712015922507,-5744.030305292316
61,9,3.4241712015922507,-5754.926526156174
62,9,3.4241712015922507,-5818.753933681131
63,9,3.4241712015922507,-5787.636160594176
64,9,3.94590764557957,-5676.480098167988
65,9,3.727120471587999,-5715.608947717925
66,9,3.446336989727679,-5765.231615400236
67,9,3.500707892491885,-5662.588416038751
68,9,3.6099444361498594,-5768.945461950734
69,9,3.554261908752753,-5950.570833456872
70,9,3.8853740111582056,-5947.168843642428
71,9,3.2718613181005343,-5714.984804980426
72,9,3.7868594890275245,-5785.801431840079
73,9,3.394406464104028,-5723.263447095949
74,9,3.7502656341334784,-5581.018504163139
75,9,3.774041754499276,-5800.132544729073
76,9,3.774041754499276,-5780.385098364984
77,9,3.774041754499276,-5660.7322446180415
78,9,3.414010856020685,-5981.726718901935
79,9,3.414010856020685,-5875.86447951616
80,9,3.414010856020685,-5925.435819655584
81,9,3.4522898274330247,-5901.865662727963
82,9,3.6991279241606185,-5809.782589929845
83,9,3.6991279241606185,-5922.31810892128
84,9,3.6991279241606185,-5955.772363931037
85,9,3.41197169460471,-5879.465166717555
86,9,3.41197169460471,-5834.59846765003
87,9,3.412506277669142,-5754.1562061315435
88,9,3.412506277669142,-5804.548908778777
89,9,3.6311408966467096,-5818.907448586884
90,9,3.6311408966467096,-5882.9664846854785
91,9,3.6311408966467096,-5835.588408678513
92,9,3.6194741634544045,-5692.169356805531
93,9,3.6194741634544045,-5732.729403321582
94,9,3.6194741634544045,-5760.573623367903
95,9,3.6194741634544045,-5755.077101322651
96,9,3.6194741634544045,-5709.064154482302
97,9,3.4468866886281626,-5815.944827176156
98,9,3.4468866886281626,-5728.922592264849
99,9,4.066381791607573,-5962.163505925076
100,9,3.915270783836756,-5787.806003326252
101,9,3.915270783836756,-5983.9643836430705
102,9,3.292123366238666,-5869.92905930423
103,9,3.292123366238666,-5671.406561837112
104,9,3.292123366238666,-6086.170464740209
105,9,3.556230575819551,-5701.908304341944
106,9,3.556230575819551,-5884.599778051754
107,9,3.556230575819551,-5964.857498263663
108,9,3.556230575819551,-5911.060781537203
109,9,3.556230575819551,-5958.634937992178
110,9,4.001704376774724,-5817.040720336445
111,9,3.738568373304494,-5909.038506208536
112,9,3.8316002943502143,-5678.301381338148
113,9,3.8316002943502143,-5768.467548319161
114,9,4.092963720276294,-5757.379933412374
115,9,3.8643246348032583,-5884.315197489678
116,9,3.8643246348032583,-5920.997571573656
117,9,3.3630803853792526,-5914.531666041664
118,9,3.3630803853792526,-5948.248067915596
119,9,3.794925180099356,-5715.624531302261
120,9,3.794925180099356,-5750.207340954697
121,9,3.794925180099356,-5890.307369148634
122,9,3.794925180099356,-5859.766230081228
123,9,3.794925180099356,-5934.42210472403
124,9,3.6788618692335238,-5706.931343603111
125,9,3.6788618692335238,-5854.3291309276365
126,9,4.001484255832133,-5831.986760002338
127,9,4.001484255832133,-5805.5164062094445
128,9,4.001484255832133,-5903.182084320601
129,9,4.001484255832133,-5759.544043559368
130,9,4.001484255832133,-5780.217304650581
131,9,3.760176408061939,-5610.348771860216
132,9,3.760176408061939,-5801.120524763276
