#Iter,treeSize,trans2tranv,rfDist,LogLikelihood
1,12,2.020200146233345,0.8160247406863451,-4863.770200585801
2,12,2.020200146233345,0.033936795751886226,-4867.495220165993
3,12,2.257438161722266,0.04082622643767046,-4842.04245650757
4,12,2.276620926761595,0.21455314482523932,-4765.4982107011565
5,12,2.276620926761595,0.007699404841536375,-4765.721937401273
6,12,2.276620926761595,0.001520449067836993,-4765.449180114488
7,12,2.2759641693750434,0.003525117609995035,-4765.198848722194
8,12,2.2759641693750434,0.0037925040728603726,-4765.51808476335
9,12,2.635634505939427,0.004567957950432508,-4739.931364693239
10,12,2.635634505939427,0.009543423183346833,-4741.527072445709
11,12,2.689444663435931,0.016817956358611497,-4741.111921145535
12,12,2.970173604826963,0.021175557960403907,-4722.4569469360995
13,12,2.970173604826963,0.0044100485105660475,-4721.942469727228
14,12,3.169354956830369,0.009329728450612446,-4714.878325264281
15,12,3.759558165746487,0.011075036110219413,-4693.5625027092465
16,12,3.7200489490504105,0.18070523723584037,-4653.987103990747
17,12,4.466616865338152,0.01321814844977491,-4639.763807594378
18,12,5.264790829734035,0.01572398740211467,-4628.650321091419
19,12,6.444904726911187,0.042583513269536445,-4622.8588404678085
20,12,6.444904726911187,0.1552892178007409,-4612.825929112463
21,12,7.650461231200046,0.022737873109167327,-4606.705604320696
22,12,7.470049442055258,0.028591978901244118,-4609.757625983168
23,12,8.26185959557866,0.026604274257237645,-4606.600244527168
24,12,8.429105828167495,0.022143764891427567,-4608.802793000172
25,12,8.429105828167495,0.0,-4608.802793000172
26,12,8.429105828167495,0.01049272629715857,-4608.2785227413815
27,12,8.429105828167495,0.03052219826784759,-4608.460796553836
28,12,7.68779171248533,0.020567661913273548,-4609.293265399752
29,12,8.50130463513413,0.02542469646657001,-4607.463989443348
30,12,8.50130463513413,0.03507870702908626,-4610.726428964401
31,12,9.37555584708028,0.018426931230430293,-4608.653802377763
32,12,8.741097325379181,0.02944144663127296,-4611.460673584763
33,12,8.741097325379181,0.03528982433853159,-4608.1843971530225
34,12,8.351424253013072,0.01624798145073808,-4607.796643711856
35,12,9.27415443150887,0.03136845856769024,-4606.82511693878
36,12,7.759256914027688,0.009216691547500218,-4604.444644493748
37,12,7.759256914027688,0.005348077208883001,-4604.652004264923
38,12,8.722538849022254,0.009812092789631424,-4605.133108700481
39,12,9.549057937833904,0.0,-4606.441397602486
40,12,8.208795479914226,0.009092419505980207,-4606.117937745967
41,12,9.154442770532018,0.024232594122515633,-4606.209214209153
42,12,7.441237010057473,0.022503995981217245,-4606.142255442379
43,12,7.611537568836501,0.023639713974749732,-4605.814036375505
44,12,7.611537568836501,0.0,-4605.814036375505
45,12,8.127209550846642,0.012530437661882929,-4605.057313094736
46,12,8.127209550846642,0.0,-4605.057313094736
47,12,8.119936664646012,0.03534555434731366,-4604.859696771167
48,12,9.031983222417326,0.0,-4605.692773575
49,12,8.33082662957824,0.0,-4604.956385032134
50,12,8.33082662957824,0.0,-4604.956385032134
51,12,8.33082662957824,0.01892378943491997,-4605.933520901741
52,12,6.974052414962883,0.02844930852280933,-4605.308855194638
53,12,6.974052414962883,0.012735608290420877,-4606.303697490674
54,12,6.974052414962883,0.033071664657434656,-4607.350036917489
55,12,6.974052414962883,0.022576692990879194,-4605.403313325142
56,12,6.974052414962883,0.031147812542521212,-4606.998361463377
57,12,8.409014820833663,0.01945201515008268,-4603.821236361077
58,12,8.409014820833663,0.016080643154439973,-4605.614482803594
59,12,7.849383420321127,0.029163577130419636,-4604.795025162675
60,12,7.849383420321127,0.0092460207188454,-4604.952068791974
61,12,7.849383420321127,0.021759643778969183,-4605.560125838818
62,12,7.329422385400041,0.027878920211813082,-4604.636218452262
63,12,7.329422385400041,0.02200495442841266,-4605.332068187741
64,12,7.982989546586226,0.01342461439330285,-4603.64362490862
65,12,7.982989546586226,0.01889033179375517,-4604.644653605166
66,12,8.750935589530021,0.028341881530263104,-4607.312792266455
67,12,8.339160448699518,0.022065694935665903,-4604.016947676551
68,12,8.339160448699518,0.031445397276379544,-4606.29852009571
69,12,8.339160448699518,0.014489357278588265,-4605.899104159131
70,12,7.359486871337693,0.0,-4606.036562594236
71,12,7.359486871337693,0.014828142612903661,-4604.711948103635
72,12,8.225610933810367,0.02798440392379413,-4608.3381433090235
73,12,8.133713666947187,0.03079454361143598,-4604.495913644714
74,12,8.623321657343011,0.175608653813645,-4579.934514610799
75,12,9.503447081003015,0.01995357876398529,-4578.9724449766745
76,12,7.684945700206717,0.006680240931552298,-4578.473231571252
77,12,8.418436833502629,0.016301170443884364,-4580.3573753923065
78,12,8.418436833502629,0.018059312484532547,-4578.121278336638
79,12,9.399245752890312,0.010016933430054768,-4579.706192129551
80,12,8.651816290368368,0.029183036480222864,-4580.774957267395
81,12,8.651816290368368,0.016081127912123752,-4580.529935540477
82,12,7.816288414856786,0.029660275251867735,-4583.2186927078765
83,12,7.816288414856786,0.023880324865747447,-4581.5565352774975
84,12,8.490423180023457,0.026824646756517447,-4578.574877213125
85,12,8.41046193341061,0.024893341822811187,-4583.757576267968
86,12,8.41046193341061,0.032988679805719505,-4579.140824958458
87,12,8.41046193341061,0.03262476197114035,-4584.255558491028
88,12,8.476908966653811,0.03707007856374223,-4580.667750427092
89,12,7.587916290161558,0.0,-4581.161891361666
90,12,7.587916290161558,0.0,-4581.161891361666
91,12,7.297098592725644,0.0,-4581.64404818386
92,12,7.297098592725644,0.0,-4581.64404818386
93,12,7.4183539661837585,0.0,-4581.420663812438
94,12,7.547900818617746,0.0,-4581.2175352276245
