#Method,IterScale,Repeat,Metric,Value,TreeName,Time
IPGS4K2PBF,5000.0,0,ConsensusLogLL,-5624.31255324931,mtprim9.phy.alter.msf,8418470
IPGS4K2PBF,5000.0,0,BestSampledLogLL,-Infinity,mtprim9.phy.alter.msf,8418470
IPGS4K2PBF,5000.0,0,PartitionMetric,0.0,mtprim9.phy.alter.msf,8418470
IPGS4K2PBF,5000.0,0,RobinsonFouldsMetric,0.49833000000000005,mtprim9.phy.alter.msf,8418470
IPGS4K2PBF,5000.0,0,KuhnerFelsenstein,0.0311653253,mtprim9.phy.alter.msf,8418470
