#Iter,treeSize,trans2tranv,rfDist,LogLikelihood
1,9,1.8708255847166215,0.0,-7893.523010472463
2,9,2.184370130891831,0.0,-7877.6826791805815
3,9,2.184370130891831,0.0,-7877.6826791805815
4,9,2.5525829194248324,0.0,-7868.941863786096
5,9,2.5525829194248324,0.0,-7868.941863786096
6,9,2.5525829194248324,0.0,-7868.941863786096
7,9,2.5525829194248324,0.0,-7868.941863786096
8,9,2.8383872236850527,0.0,-7867.082005517526
9,9,2.8546691715483954,0.0,-7867.07512127722
10,9,2.8546691715483954,0.0,-7867.07512127722
11,9,2.7796671423115855,0.0,-7867.188061070741
12,9,3.022946770069642,0.0,-7867.528270615105
13,9,3.1767026529782205,0.0,-7868.683020576427
14,9,2.636124328231016,0.0,-7868.028908210454
15,9,2.636124328231016,0.0,-7868.028908210454
16,9,2.636124328231016,0.0,-7868.028908210454
17,9,2.636124328231016,0.0,-7868.028908210454
18,9,2.636124328231016,0.0,-7868.028908210454
19,9,2.636124328231016,0.0,-7868.028908210454
20,9,3.0643659572847817,0.0,-7867.774904120948
21,9,3.0643659572847817,0.0,-7867.774904120948
22,9,2.771047452279926,0.0,-7867.214672068277
23,9,2.771047452279926,0.0,-7867.214672068277
24,9,2.950715150731123,0.0,-7867.221381078649
25,9,2.950715150731123,0.0,-7867.221381078649
26,9,2.950715150731123,0.0,-7867.221381078649
27,9,2.950715150731123,0.0,-7867.221381078649
28,9,2.950715150731123,0.0,-7867.221381078649
29,9,2.950715150731123,0.0,-7867.221381078649
30,9,2.7891997147609273,0.0,-7867.16198416107
31,9,2.7891997147609273,0.0,-7867.16198416107
32,9,2.7891997147609273,0.0,-7867.16198416107
33,9,2.9285384551694227,0.0,-7867.160159869622
34,9,2.81979469678074,0.0,-7867.101647651574
35,9,2.8146693626852586,0.0,-7867.10930388505
36,9,2.8146693626852586,0.0,-7867.10930388505
37,9,2.8146693626852586,0.0,-7867.10930388505
38,9,2.8146693626852586,0.0,-7867.10930388505
39,9,2.8146693626852586,0.0,-7867.10930388505
40,9,2.8146693626852586,0.0,-7867.10930388505
41,9,2.8146693626852586,0.0,-7867.10930388505
42,9,2.995891266622372,0.0,-7867.394520282799
43,9,2.995891266622372,0.0,-7867.394520282799
44,9,2.995891266622372,0.0,-7867.394520282799
45,9,2.995891266622372,0.0,-7867.394520282799
46,9,2.995891266622372,0.0,-7867.394520282799
47,9,2.995891266622372,0.0,-7867.394520282799
48,9,3.043620217409913,0.0,-7867.645147612497
49,9,2.949978002594647,0.0,-7867.219090379456
50,9,2.949978002594647,0.0,-7867.219090379456
51,9,2.785668740375534,0.0,-7867.171235028185
52,9,3.140151474985957,0.0,-7868.350758926219
53,9,2.856032667694186,0.0,-7867.074976093014
54,9,2.8102047873561893,0.0,-7867.116770843233
55,9,2.8929882681524015,0.0,-7867.095923849446
56,9,2.8929882681524015,0.0,-7867.095923849446
57,9,3.072971798655688,0.0,-7867.83233119923
58,9,3.072971798655688,0.0,-7867.83233119923
59,9,2.854464517003715,0.0,-7867.075148788046
60,9,2.854464517003715,0.0,-7867.075148788046
61,9,2.9225093922193848,0.0,-7867.14629519483
62,9,2.9225093922193848,0.0,-7867.14629519483
63,9,2.9225093922193848,0.0,-7867.14629519483
64,9,2.9225093922193848,0.0,-7867.14629519483
65,9,2.9225093922193848,0.0,-7867.14629519483
66,9,2.9336409852945433,0.0,-7867.17282789574
67,9,2.9336409852945433,0.0,-7867.17282789574
68,9,2.877972030868366,0.0,-7867.0816727439915
69,9,2.817947904186756,0.0,-7867.104293898923
70,9,2.949678057604171,0.0,-7867.218163290553
71,9,2.949678057604171,0.0,-7867.218163290553
72,9,3.116400940904541,0.0,-7868.153527222541
73,9,3.116400940904541,0.0,-7868.153527222541
74,9,3.116400940904541,0.0,-7868.153527222541
75,9,2.800120618542015,0.0,-7867.136390237236
76,9,2.800120618542015,0.0,-7867.136390237236
77,9,2.800120618542015,0.0,-7867.136390237236
78,9,2.800120618542015,0.0,-7867.136390237236
79,9,2.8070609854599984,0.0,-7867.122476617048
80,9,2.8070609854599984,0.0,-7867.122476617048
81,9,3.065191052376557,0.0,-7867.780319194209
82,9,3.065191052376557,0.0,-7867.780319194209
83,9,3.070606324982941,0.0,-7867.816337900056
84,9,3.070606324982941,0.0,-7867.816337900056
85,9,3.117433124520582,0.0,-7868.1617866848665
86,9,3.117433124520582,0.0,-7868.1617866848665
87,9,3.117433124520582,0.0,-7868.1617866848665
88,9,3.117433124520582,0.0,-7868.1617866848665
89,9,3.117433124520582,0.0,-7868.1617866848665
90,9,3.1169622773244674,0.0,-7868.158015451211
91,9,3.1522279202159575,0.0,-7868.4567336482
92,9,3.0655263217643673,0.0,-7867.782525074605
93,9,3.0655263217643673,0.0,-7867.782525074605
94,9,2.9150181789142913,0.0,-7867.130745006301
95,9,2.9150181789142913,0.0,-7867.130745006301
96,9,2.9150181789142913,0.0,-7867.130745006301
97,9,2.9150181789142913,0.0,-7867.130745006301
98,9,2.7755705740646874,0.0,-7867.200347326457
