#Iter,treeSize,trans2tranv,LogLikelihood
1,9,2.0,-8797.985572859894
2,9,2.0,-5937.664716649973
3,9,2.0,-6007.911367060398
4,9,2.0,-5908.546318136236
5,9,2.0,-5948.766522373521
6,9,2.033887314716119,-5946.332004891165
7,9,2.033887314716119,-6080.664409165745
8,9,2.033887314716119,-5890.144415323134
9,9,2.033887314716119,-5940.11692419395
10,9,2.033887314716119,-6073.530111432322
11,9,2.033887314716119,-5918.100488458176
12,9,2.1217013560059144,-5771.332937795984
13,9,2.218876833435771,-5938.021338141447
14,9,2.218876833435771,-5914.098648431063
15,9,2.218876833435771,-5701.5926023393195
16,9,2.4702498648051483,-5914.615175535913
17,9,2.4702498648051483,-5887.0329012039365
18,9,2.695190133411502,-5693.24687816271
19,9,2.990009398805859,-5800.504554924642
20,9,3.0431200040982964,-5796.933607827859
21,9,3.3790067381621283,-5996.142159336648
22,9,3.3350654106719118,-5903.74614437588
23,9,3.3013809279120627,-5810.454236405394
24,9,3.3013809279120627,-5934.422183221028
25,9,3.3013809279120627,-5973.24770545391
26,9,3.3013809279120627,-5955.063700095263
27,9,3.3013809279120627,-5829.650062100682
28,9,3.3013809279120627,-5764.922134662527
29,9,3.3013809279120627,-6021.438523430997
30,9,3.7729169124760378,-5769.502191713542
31,9,4.025035410915646,-5927.338273397308
32,9,4.025035410915646,-5801.38125702212
33,9,3.264482386725247,-6066.777941948801
34,9,3.3878044039497714,-5799.173862157898
35,9,3.3878044039497714,-6045.276266259475
36,9,4.114559153586924,-5888.308584468587
37,9,4.151428056454826,-6038.717995822979
38,9,3.69708218731435,-5848.20666178718
39,9,3.9732357587873115,-5888.627097405896
40,9,3.9732357587873115,-5937.307947823069
41,9,3.9732357587873115,-6203.050913395048
42,9,3.9732357587873115,-5919.032733837141
43,9,3.9732357587873115,-5873.81480230233
44,9,3.6950778255312917,-5768.024770255686
45,9,3.87179528418068,-5742.4592782043455
46,9,3.87179528418068,-5933.912912630191
47,9,3.87179528418068,-5775.01557521671
48,9,3.87179528418068,-5916.20226239308
49,9,3.87179528418068,-5712.326068699887
50,9,3.692137706206113,-5797.833118454
51,9,3.692137706206113,-5981.059851477772
52,9,3.692137706206113,-6051.3341110154115
53,9,3.692137706206113,-5925.1786210717455
54,9,3.692137706206113,-5592.116399653447
55,9,3.6548519491150295,-5806.0541572323355
56,9,2.93718246375423,-6175.803147018119
57,9,2.93718246375423,-5869.339889168298
58,9,3.658713595111198,-5873.191510254766
59,9,3.658713595111198,-5867.262041220471
60,9,3.594431624501573,-5835.634334378559
61,9,3.594431624501573,-6018.535199361774
62,9,3.594431624501573,-5991.10635032909
63,9,3.594431624501573,-5938.503439888565
64,9,3.594431624501573,-5648.133298879129
65,9,3.594431624501573,-6034.974060269864
66,9,3.626143445344726,-5840.411558542299
67,9,3.844370582030513,-5884.64520318121
68,9,3.494881106882872,-5803.174742010228
69,9,3.494881106882872,-5829.039712776618
70,9,4.178255428754221,-6051.994838687522
71,9,4.178255428754221,-5960.153397222585
72,9,3.609481016109885,-5974.004985853444
73,9,3.609481016109885,-5931.410708724008
74,9,3.609481016109885,-6022.686377507371
75,9,3.609481016109885,-5692.404235331486
76,9,3.7377948294494505,-5854.136446906754
77,9,3.7377948294494505,-5841.416691067365
78,9,4.033888633976077,-5713.307971181219
79,9,4.033888633976077,-6003.694792233886
80,9,3.3797857055732634,-5953.724609070933
81,9,3.3797857055732634,-5964.432308515382
82,9,3.3797857055732634,-5770.807447016097
83,9,3.3797857055732634,-5909.486588222952
84,9,3.3797857055732634,-6000.813923243014
85,9,3.972525647075563,-5857.474225816068
86,9,3.63628723185681,-5763.647053723698
87,9,3.63628723185681,-6047.165836833372
88,9,3.63628723185681,-6021.422865199472
89,9,3.63628723185681,-5914.3904338200055
90,9,3.63628723185681,-5569.697561512814
91,9,3.63628723185681,-5967.90658709807
92,9,3.63628723185681,-5882.798585270895
93,9,3.56010710641763,-5931.966882821474
94,9,3.56010710641763,-5747.587513979128
95,9,3.56010710641763,-5912.758552857009
96,9,3.56010710641763,-5845.787317776389
97,9,3.56010710641763,-5976.852261234513
98,9,3.56010710641763,-6026.9334282219
99,9,3.4425775125988007,-5904.728791938812
100,9,3.9671550554225194,-5939.569804463737
101,9,4.023973133236848,-6052.106448262503
102,9,3.2810467307177595,-5928.538640396947
103,9,3.2810467307177595,-5896.360828649654
104,9,3.230122446153756,-5871.657563650796
105,9,3.3673378998872363,-5932.730272251303
106,9,3.3673378998872363,-5923.382029630799
107,9,3.2029890485647976,-5846.756630188136
108,9,3.5612974590743316,-5876.732612044638
109,9,3.5612974590743316,-5797.339417778052
110,9,3.5612974590743316,-5648.46568304876
111,9,3.5612974590743316,-5752.677056104544
112,9,3.688714306491373,-5655.857546744183
113,9,3.4491014795240162,-5888.30980759404
114,9,3.6245905475334954,-5841.025929680112
115,9,3.6245905475334954,-5957.108673961306
116,9,3.6245905475334954,-5915.418941220956
117,9,4.198938445158353,-5643.823960254765
118,9,4.198938445158353,-6072.318600369743
119,9,4.198938445158353,-5928.95370666671
120,9,4.198938445158353,-5952.484159914604
121,9,4.198938445158353,-5918.251858679737
122,9,4.198938445158353,-5709.3627500658695
123,9,3.4357124136549255,-6002.455586272113
124,9,3.9155244662018633,-5679.431983172968
125,9,3.8693229487173233,-5941.107655140728
126,9,3.818962934730287,-5706.021469746033
127,9,3.478940604023272,-5833.348640766335
128,9,3.478940604023272,-5813.594256512934
129,9,3.793900528202039,-5930.235293222126
130,9,3.793900528202039,-6015.677166452209
131,9,3.793900528202039,-5876.374126153098
132,9,3.793900528202039,-5995.087009097658
133,9,3.793900528202039,-5902.789279699849
134,9,3.8276541883945088,-5856.371244978311
135,9,3.8276541883945088,-5878.473726226013
136,9,3.8383662908965626,-5965.91527554394
137,9,3.8383662908965626,-5894.696749697588
138,9,3.8383662908965626,-5813.081150829468
139,9,3.8383662908965626,-6033.164367700849
140,9,3.8450326232778593,-6015.983499320617
141,9,3.2417065050388216,-5813.244216225699
142,9,3.638572285177132,-5911.795883979396
143,9,3.638572285177132,-5686.357478523955
144,9,3.638572285177132,-5872.447256976843
145,9,3.638572285177132,-5969.38619664496
146,9,3.638572285177132,-6073.254357742017
147,9,3.6008041316920085,-5935.901117137144
148,9,3.6008041316920085,-5848.267595851967
149,9,3.159969479742423,-6068.27457256579
150,9,3.159969479742423,-5936.689007084053
151,9,3.159969479742423,-6115.58582618954
152,9,3.513932549296403,-5826.3013572086475
153,9,3.513932549296403,-5901.402962053991
154,9,3.6225401087393516,-5872.866018849076
155,9,3.6225401087393516,-5797.083363934862
156,9,3.234495449827496,-5945.462818416111
157,9,3.234495449827496,-5931.100356434081
158,9,3.2626779420889602,-5857.75214417685
159,9,3.687814189441007,-5943.518880749886
160,9,3.468547919866268,-5762.972174917585
161,9,3.4355278420054813,-5996.156092111498
162,9,3.4355278420054813,-5724.764314054441
163,9,3.8192331720276997,-5747.485444940922
164,9,3.8192331720276997,-6300.13450378908
165,9,3.8192331720276997,-5938.078409654749
166,9,3.8192331720276997,-5802.495442928254
