#Iter,treeSize,trans2tranv,rfDist,LogLikelihood
1,9,2.1973754438602535,0.41788055960803916,-7832.378317954643
2,9,2.1973754438602535,0.06948705981711391,-7829.18115745632
3,9,2.725261412844191,0.03557775087620073,-7811.361277627937
4,9,2.725261412844191,0.031027486334127406,-7812.0379962759
5,9,2.725261412844191,0.010956447969846614,-7811.557119088629
6,9,2.725261412844191,0.02870501237012209,-7812.156260944543
7,9,2.725261412844191,0.03823781327164824,-7811.272492515098
8,9,3.3507511297957495,0.04717273094181485,-7808.109091025608
9,9,3.3573379613175645,0.07827785413161059,-7809.183840527777
10,9,3.3573379613175645,0.027059948857162397,-7807.192914554205
11,9,3.3573379613175645,0.041932787976318026,-7808.46572518483
12,9,3.3573379613175645,0.03923594790356688,-7807.309231100909
13,9,3.326976184788644,0.04558466684383217,-7808.772007725633
14,9,2.834814184336004,0.019546718087708657,-7811.2524558930445
15,9,2.834814184336004,0.04250412296361089,-7809.741227568665
16,9,3.2636439228585243,0.015866141376443637,-7806.844069889418
17,9,3.2636439228585243,0.025051438920573637,-7808.187887103908
18,9,3.2636439228585243,0.037956153298375414,-7807.456750916283
19,9,3.2636439228585243,0.0045303163626042725,-7807.42718536486
20,9,3.2636439228585243,0.05483278111138658,-7807.650067487311
21,9,3.2636439228585243,0.057984135823208965,-7808.5433722364
22,9,3.105551716460216,0.011904091178619444,-7807.782646354903
23,9,3.105551716460216,0.032456088221148316,-7807.9560761483
24,9,3.105551716460216,0.014657971541224259,-7807.5116878595545
25,9,3.105551716460216,0.04057294327164347,-7809.268311098625
26,9,3.105551716460216,0.04319822058928006,-7808.016335749637
27,9,2.6811559831424003,0.03863020645603875,-7812.136918418302
28,9,3.087426521536167,0.03607443132996727,-7808.309228226379
29,9,3.404880546172817,0.07031438493225144,-7810.345017666251
30,9,3.404880546172817,0.021830716013990968,-7808.47994808004
31,9,3.404880546172817,0.02308519749449789,-7808.043109051436
32,9,3.404880546172817,0.0577878468540119,-7808.867806966078
33,9,3.201012942035936,0.04131605979997696,-7809.092744028972
34,9,3.2861392179494673,0.025971128824328754,-7809.006720833403
35,9,3.187410322463803,0.11783635254868567,-7811.035410538785
36,9,3.187410322463803,0.03068335941424422,-7808.388350381305
37,9,3.187410322463803,0.05521739690375019,-7808.586891200867
38,9,3.1430540032496355,0.06569833171947548,-7807.971515628942
39,9,3.1430540032496355,0.045414263142302624,-7807.236331036584
40,9,3.1430540032496355,0.036359720750435295,-7807.400654444724
41,9,3.1430540032496355,0.05254321279013034,-7808.329094854945
42,9,3.1430540032496355,0.021734498543570985,-7808.310099689768
43,9,3.282110972640425,0.05069472489105269,-7811.225713357546
44,9,3.092908916093205,0.051932298055120604,-7807.514803739572
45,9,3.034926880597285,0.0454589007705402,-7809.203411499641
46,9,3.4829709139675997,0.027157916848939378,-7809.165156202235
47,9,3.5744140662750947,0.05850402439756025,-7809.129525301215
48,9,3.424762009983213,0.046713456770825015,-7812.977847579593
49,9,3.4232475727224356,0.06446617046610462,-7808.522635657175
50,9,2.9880146445043905,0.03648434718997648,-7808.602393330076
51,9,2.9821723821865844,0.012762215121102052,-7808.434500052854
