"","#Method","IterScale","Repeat","Metric","Value","TreeName","Time","PGSExperiments.iterScalings","gen.nTaxa"
"119","SMC4K2PBF",30,3,"RobinsonFouldsMetric",0.194141449361601,"sim--639330916.msf",165083,30,40
"120","SMC4K2PBF",30,3,"KuhnerFelsenstein",0.000882957321083488,"sim--639330916.msf",165083,30,40
"121","SMC4K2PBF",30,4,"ConsensusLogLL",-5390.70785172585,"sim--639330916.msf",164657,30,40
"122","SMC4K2PBF",30,4,"BestSampledLogLL",-5390.17249196837,"sim--639330916.msf",164657,30,40
"123","SMC4K2PBF",30,4,"PartitionMetric",10,"sim--639330916.msf",164657,30,40
"124","SMC4K2PBF",30,4,"RobinsonFouldsMetric",0.196671087476195,"sim--639330916.msf",164657,30,40
"125","SMC4K2PBF",30,4,"KuhnerFelsenstein",0.000965733707594686,"sim--639330916.msf",164657,30,40
"126","SMC4K2PBF",30,5,"ConsensusLogLL",-5376.19354175677,"sim--639330916.msf",161454,30,40
"127","SMC4K2PBF",30,5,"BestSampledLogLL",-5377.5193998464,"sim--639330916.msf",161454,30,40
"128","SMC4K2PBF",30,5,"PartitionMetric",8,"sim--639330916.msf",161454,30,40
"129","SMC4K2PBF",30,5,"RobinsonFouldsMetric",0.182072659528524,"sim--639330916.msf",161454,30,40
"130","SMC4K2PBF",30,5,"KuhnerFelsenstein",0.00100867682282135,"sim--639330916.msf",161454,30,40
"131","SMC4K2PBF",30,6,"ConsensusLogLL",-5396.05878780622,"sim--639330916.msf",164376,30,40
"132","SMC4K2PBF",30,6,"BestSampledLogLL",-5395.13083814644,"sim--639330916.msf",164376,30,40
"133","SMC4K2PBF",30,6,"PartitionMetric",12,"sim--639330916.msf",164376,30,40
"134","SMC4K2PBF",30,6,"RobinsonFouldsMetric",0.19431287798917,"sim--639330916.msf",164376,30,40
"135","SMC4K2PBF",30,6,"KuhnerFelsenstein",0.00157380306368147,"sim--639330916.msf",164376,30,40
"136","SMC4K2PBF",30,7,"ConsensusLogLL",-5373.22940566118,"sim--639330916.msf",166090,30,40
"137","SMC4K2PBF",30,7,"BestSampledLogLL",-5371.33664003361,"sim--639330916.msf",166090,30,40
"138","SMC4K2PBF",30,7,"PartitionMetric",12,"sim--639330916.msf",166090,30,40
